review_content,review_rating,raw_cooking_surface,overall_cooking_surface,cooking_surface_opinion,cooking_surface,raw_portability,overall_portability,portability_opinion,portability,raw_heat_control,overall_heat_control,heat_control_opinion,heat_control,raw_durability,overall_durability,durability_opinion,durability,raw_accessories,overall_accessories,accessories_opinion,accessories
Just as advertised: Just what what i wanted. The price was remarkable[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the product is just as advertised and just what they wanted.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",POSITIVE,The reviewer mentions that the product is just as advertised and just what they wanted.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The reviewer's opinion on the heat_control is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the accessories included were just what they wanted.
3. Sentiment on accessories is POSITIVE",POSITIVE,The reviewer mentions that the accessories included were just what they wanted.,POSITIVE
Easy Maintenance: So much nicer than a standard grill. Very easy to clean.[Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill is much nicer than a standard grill and is very easy to clean.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the grill is much nicer than a standard grill and is very easy to clean.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Portability sentiment is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. Sentiment on heat_control is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is ""much nicer than a standard grill"" and ""very easy to clean.""
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,"The reviewer mentions that the griddle is ""much nicer than a standard grill"" and ""very easy to clean.""",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is much nicer than a standard grill and very easy to clean.
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle is much nicer than a standard grill and very easy to clean.,NOT MENTIONED
faulty parts: Right striker does not work. Right knob does not work[Rating - 2/5],2,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the right striker and right knob do not work.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the right striker and right knob do not work.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about portability.
3. Sentiment on portability is NOT MENTIONED",NEGATIVE,The reviewer does not mention anything about portability.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The sentiment on heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions faulty parts, specifically the right striker and right knob not working.
3. The reviewer's opinion on durability is NEGATIVE, as the faulty parts indicate potential issues with the sturdiness and longevity of the griddle.",NEGATIVE,"The reviewer mentions faulty parts, specifically the right striker and right knob not working.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about the accessories.
3. Sentiment on accessories is NOT MENTIONED",NEGATIVE,The reviewer does not mention anything about the accessories.,NOT MENTIONED
"Went together easy and seems very sturdy: Have yet to cook in it, but excited to get started![Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the product went together easy and seems very sturdy, but they have yet to cook in it.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the product went together easy and seems very sturdy, but they have yet to cook in it.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle went together easy and seems very sturdy.
3. The reviewer does not specifically mention portability, so the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle went together easy and seems very sturdy.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they have yet to cook in the griddle, so they have not tested the heat_control feature yet.
3. The reviewer does not provide an opinion on the heat_control feature. Therefore, it is NOT MENTIONED.",POSITIVE,"The reviewer mentions that they have yet to cook in the griddle, so they have not tested the heat_control feature yet.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle went together easily and seems very sturdy.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the griddle went together easily and seems very sturdy.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle went together easily and seems very sturdy, but does not specifically mention any accessories.
3. Sentiment on accessories is NOT MENTIONED",POSITIVE,"The reviewer mentions that the griddle went together easily and seems very sturdy, but does not specifically mention any accessories.",NOT MENTIONED
Excited to try this out: Setup out of the box was easier than I thought.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the setup out of the box was easier than they thought.
3. The reviewer does not mention anything specific about the cooking_surface, so the sentiment on cooking_surface is NOT MENTIONED.",POSITIVE,The reviewer mentions that the setup out of the box was easier than they thought.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the setup out of the box was easier than they thought.
3. The reviewer does not specifically mention portability, so the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the setup out of the box was easier than they thought.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the setup out of the box was easier than they thought.
3. The reviewer's opinion on the heat_control is NOT MENTIONED",POSITIVE,The reviewer mentions that the setup out of the box was easier than they thought.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the setup out of the box was easier than expected.
3. The reviewer does not mention anything specific about the durability of the product, so the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the setup out of the box was easier than expected.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the setup out of the box was easier than they thought.
3. The reviewer does not mention the accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the setup out of the box was easier than they thought.,NOT MENTIONED
Excellent!!: Love it 100% just had a cookout with the family! Perfect[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions having a cookout with the family, which implies they used the cooking surface for grilling.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,"The reviewer mentions having a cookout with the family, which implies they used the cooking surface for grilling.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the heat_control aspect.
3. Sentiment on heat_control is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the heat_control aspect.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions having a cookout with the family, which implies they used the griddle for cooking.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,"The reviewer mentions having a cookout with the family, which implies they used the griddle for cooking.",NOT MENTIONED
10/10: We cooked breakfast on it and can’t stop using it 😊[Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer mentions that they cooked breakfast on it and can't stop using it.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that they cooked breakfast on it and can't stop using it.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. The sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they cooked breakfast on it and can't stop using it.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that they cooked breakfast on it and can't stop using it.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions using the griddle to cook breakfast and not being able to stop using it.
3. Sentiment on durability is POSITIVE",POSITIVE,The reviewer mentions using the griddle to cook breakfast and not being able to stop using it.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that they cooked breakfast on the griddle and can't stop using it.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that they cooked breakfast on the griddle and can't stop using it.,NOT MENTIONED
Awesome can’t wait: Just purchased and can’t wait to make hibachi food and breakfast[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they can't wait to make hibachi food and breakfast.
3. Sentiment on cooking_surface is NOT MENTIONED",POSITIVE,The reviewer mentions that they can't wait to make hibachi food and breakfast.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they ""can't wait to make hibachi food and breakfast"", indicating excitement about using the griddle for cooking.
3. The reviewer does not mention anything specific about the portability of the griddle, so the sentiment on portability is NOT MENTIONED.",POSITIVE,"The reviewer mentions that they ""can't wait to make hibachi food and breakfast"", indicating excitement about using the griddle for cooking.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they can't wait to make hibachi food and breakfast.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that they can't wait to make hibachi food and breakfast.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they just purchased the product and are excited to make hibachi food and breakfast.
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that they just purchased the product and are excited to make hibachi food and breakfast.,NOT MENTIONED
Easy peasy: Wow putting this thing together was a snap can’t wait to use it[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that putting the product together was easy and they can't wait to use it.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",POSITIVE,The reviewer mentions that putting the product together was easy and they can't wait to use it.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that putting the griddle together was easy and they can't wait to use it.
3. The reviewer's opinion on the portability is POSITIVE.",POSITIVE,The reviewer mentions that putting the griddle together was easy and they can't wait to use it.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that putting the product together was easy and they can't wait to use it.
3. The reviewer does not mention anything specific about the heat_control aspect of the product.",POSITIVE,The reviewer mentions that putting the product together was easy and they can't wait to use it.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that putting the griddle together was easy and they can't wait to use it.
3. The reviewer does not specifically mention durability, so the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that putting the griddle together was easy and they can't wait to use it.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that putting the product together was easy and expresses excitement about using it.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that putting the product together was easy and expresses excitement about using it.,NOT MENTIONED
"Brand new purchase: Got bought this grill, I’ve heard many rave reviews on it so far[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that they got bought this grill and have heard many rave reviews on it so far.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",POSITIVE,The reviewer mentions that they got bought this grill and have heard many rave reviews on it so far.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they got bought this grill and have heard many rave reviews on it so far.
3. The reviewer does not specifically mention anything about the portability of the grill, so the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that they got bought this grill and have heard many rave reviews on it so far.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they have heard many rave reviews on the grill.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that they have heard many rave reviews on the grill.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they have heard many rave reviews on the grill.
3. The reviewer's opinion on the durability is POSITIVE.",POSITIVE,The reviewer mentions that they have heard many rave reviews on the grill.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that they got bought this grill and have heard many rave reviews on it so far.
3. The reviewer does not mention anything specific about the accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that they got bought this grill and have heard many rave reviews on it so far.,NOT MENTIONED
"Awesome: Wonderful item, easy to use I can cook just about anything on it![Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that they can cook just about anything on the cooking surface.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that they can cook just about anything on the cooking surface.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. The sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is easy to use and they can cook just about anything on it.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the griddle is easy to use and they can cook just about anything on it.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention any specific accessories in the review.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any specific accessories in the review.,NOT MENTIONED
First Blackstone Griddle: I love this grill and it was easy to season it per the YouTube video.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they love the grill and found it easy to season per a YouTube video.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that they love the grill and found it easy to season per a YouTube video.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill was easy to season per the YouTube video.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that the grill was easy to season per the YouTube video.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill was easy to season per the YouTube video.
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,The reviewer mentions that the grill was easy to season per the YouTube video.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that they love the grill and found it easy to season per the YouTube video.
3. The reviewer does not mention any accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that they love the grill and found it easy to season per the YouTube video.,NOT MENTIONED
Love it!: So glad I pulled the trigger on one of these! Amazing cooking!![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the cooking is amazing.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the cooking is amazing.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions ""Amazing cooking!!""
3. Sentiment on heat_control is POSITIVE",POSITIVE,"The reviewer mentions ""Amazing cooking!!""",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they are glad they purchased one of these griddles.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that they are glad they purchased one of these griddles.,NOT MENTIONED
"Love it!: So far so good! Simple and easy, looking forward to using it well![Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the cooking_surface
3. Sentiment on cooking_surface is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the cooking_surface,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is simple and easy to use.
3. The reviewer's opinion on the portability is POSITIVE.",POSITIVE,The reviewer mentions that the griddle is simple and easy to use.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the heat_control aspect in the review.
3. Sentiment on heat_control is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the heat_control aspect in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention any accessories in the review.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention any accessories in the review.,NOT MENTIONED
Still putting it together: It’s making me do a review I haven’t even put it together yet.[Rating - 5/5],5,"1. The overall review is NEUTRAL.
2. The reviewer mentions that they haven't put the product together yet.
3. The reviewer does not mention anything specific about the cooking_surface, so the sentiment on cooking_surface is NOT MENTIONED.",NEUTRAL,The reviewer mentions that they haven't put the product together yet.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions that they haven't put the griddle together yet.
3. The reviewer does not mention their opinion on the portability, so it is NOT MENTIONED.",NEUTRAL,The reviewer mentions that they haven't put the griddle together yet.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions that they haven't put the product together yet.
3. The reviewer does not mention anything specific about the heat_control, so the sentiment on heat_control is NOT MENTIONED.",NEUTRAL,The reviewer mentions that they haven't put the product together yet.,NOT MENTIONED,"1. The overall review is NEUTRAL
2. The reviewer mentions that they haven't put the griddle together yet.
3. The reviewer does not mention their opinion on the durability.",NEUTRAL,The reviewer mentions that they haven't put the griddle together yet.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions that they haven't put the product together yet.
3. The reviewer does not mention their opinion on the accessories.",NEUTRAL,The reviewer mentions that they haven't put the product together yet.,NOT MENTIONED
I love this grill!!!!!!: Just made breakfast for the first time and it actually makes cooking fun.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they just made breakfast for the first time and that the grill actually makes cooking fun.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that they just made breakfast for the first time and that the grill actually makes cooking fun.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not mention anything about the portability of the grill.
3. The sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not mention anything about the portability of the grill.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill actually makes cooking fun.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that the grill actually makes cooking fun.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not mention any specific accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any specific accessories in the review.,NOT MENTIONED
Good purchase: Just got my new black stone and ready to make some delicious meals[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they just got their new black stone and are ready to make some delicious meals.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that they just got their new black stone and are ready to make some delicious meals.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not mention anything about the portability of the black stone griddle.
3. The sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not mention anything about the portability of the black stone griddle.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the heat_control aspect in the review.
3. Sentiment on heat_control is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the heat_control aspect in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they just got their new black stone griddle.
3. The reviewer does not specifically mention the durability of the griddle, so the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that they just got their new black stone griddle.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they just got their new black stone and are ready to make some delicious meals.
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that they just got their new black stone and are ready to make some delicious meals.,NOT MENTIONED
Love it so far! Only used it once but it is amazing!: I love our 28” Blackstone! Hope to use it a lot this summer![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they love their 28” Blackstone.
3. Sentiment on cooking_surface is NOT MENTIONED",POSITIVE,The reviewer mentions that they love their 28” Blackstone.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they have only used the griddle once but they love it so far.
3. The reviewer does not mention anything specific about the portability of the griddle, so the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that they have only used the griddle once but they love it so far.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they have only used the product once but find it amazing.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that they have only used the product once but find it amazing.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they have only used the griddle once so far.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer mentions that they have only used the griddle once so far.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they love their 28” Blackstone and hope to use it a lot this summer.
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that they love their 28” Blackstone and hope to use it a lot this summer.,NOT MENTIONED
"Setup: Very easy to set up amazing, unfortunate I can’t cook with the lid though.[Rating - 4/5]",4,"1. The overall review is POSITIVE.
2. The reviewer mentions that they can't cook with the lid.
3. Sentiment on cooking_surface is NEGATIVE.",POSITIVE,The reviewer mentions that they can't cook with the lid.,NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the setup is very easy.
3. The reviewer does not mention anything specific about the portability of the griddle, so the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the setup is very easy.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they can't cook with the lid, which may imply that the heat_control is not ideal for their cooking needs.
3. The reviewer's opinion on the heat_control is NOT MENTIONED",POSITIVE,"The reviewer mentions that they can't cook with the lid, which may imply that the heat_control is not ideal for their cooking needs.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they can't cook with the lid.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that they can't cook with the lid.,NOT MENTIONED
Grillin and chillin: There’s just nothing like grilling on the blackstone. I’m never using a grate grille again.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer talks about grilling on the blackstone and mentions not using a grate grille again.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer talks about grilling on the blackstone and mentions not using a grate grille again.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that they love grilling on the blackstone griddle.
3. The reviewer's opinion on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that they love grilling on the blackstone griddle.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that there is nothing like grilling on the blackstone.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that there is nothing like grilling on the blackstone.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions grilling on the blackstone and preferring it over a grate grille.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions grilling on the blackstone and preferring it over a grate grille.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they are never using a grate grille again and specifically mentions grilling on the blackstone.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that they are never using a grate grille again and specifically mentions grilling on the blackstone.,NOT MENTIONED
"Bubdle: Very easy to put together, has nearly everything you need to start on your next foodie adventure[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the bundle has nearly everything you need to start on your next foodie adventure.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the bundle has nearly everything you need to start on your next foodie adventure.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle is ""Very easy to put together"" which implies that it is likely easy to move and transport.
3. The reviewer's opinion on the portability is POSITIVE.",POSITIVE,"The reviewer mentions that the griddle is ""Very easy to put together"" which implies that it is likely easy to move and transport.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle has nearly everything you need to start on your next foodie adventure.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle has nearly everything you need to start on your next foodie adventure.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is ""very easy to put together"" and ""has nearly everything you need to start on your next foodie adventure.""
3. The reviewer does not specifically mention durability, so the sentiment on durability is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the griddle is ""very easy to put together"" and ""has nearly everything you need to start on your next foodie adventure.""",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the bundle has nearly everything you need to start on your next foodie adventure.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,The reviewer mentions that the bundle has nearly everything you need to start on your next foodie adventure.,POSITIVE
Easy Assembly: Assembly was very easy and only took a few minutes[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the assembly was very easy and only took a few minutes.
3. The reviewer does not mention anything specific about the cooking_surface, so the sentiment on cooking_surface is NOT MENTIONED.",POSITIVE,The reviewer mentions that the assembly was very easy and only took a few minutes.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention the heat_control aspect in the review.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention the heat_control aspect in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Since the reviewer does not mention durability, the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention any accessories in the review.
3. The reviewer does not provide an opinion on the accessories as they do not mention them in the review. Sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
